F0_mean,F0_std,jitter_local,shimmer_local,hnr_mean,n_voiced_frames,n_total_frames,pct_voiced,extraction_status,error_msg,speaker_id,date,wav_name
160.91556943010076,27.56080920150472,0.0060363254437811,0.0304769563129635,21.07033940963733,225,1372,16.399416909620992,ok,,w1TDsR75t5PsGyAksqF3kMQ6DXT2,20200413,vowel-e.wav
149.6128397657557,28.72075249593152,0.0106030640982231,0.0607298001070191,23.178730619118152,1558,2908,53.57634112792297,ok,,maTMkkXbqOhLPOYLpGyMPPigDFt1,20200413,vowel-e.wav
200.4844692759643,24.200129760949828,0.0065974978110742,0.0528524140186321,21.543513560371103,667,843,79.12218268090155,ok,,g6L8s5Dtq8eIYUTeRWHq0Q7w5L32,20200413,vowel-e.wav
180.64719697945765,8.2308110039571,0.0312321053970598,0.1282887877682384,7.289535841332728,27,128,21.09375,ok,,VcmjCfW6ddgE9lFhDXTO6hDlb452,20200413,vowel-e.wav
,,,,,0,740,0.0,partial,no_voiced_frames,2XgDqzQkqLX9SbmSHfbqdRxSmRD2,20200413,vowel-e.wav
245.02424042225064,3.777618304676986,0.0033935256440841,0.0550898385366821,20.84613479274527,1168,1517,76.99406723796967,ok,,5le68NJRZWV6TrMTYn3j7gSlqTi2,20200413,vowel-e.wav
,,,,,0,1475,0.0,partial,no_voiced_frames,htQzROl26OWQpIYFDzv11F79PLR2,20200413,vowel-e.wav
154.3486098067592,63.5217170936448,0.0128676583507399,0.0478781137701897,20.8351051591703,217,527,41.1764705882353,ok,,cfZUmZvsecYVKw5eSi4qIhfJVpI3,20200413,vowel-e.wav
127.4480832721351,5.558559887372256,0.0048151998079592,0.096823221679042,13.56470978747186,418,1419,29.45736434108527,ok,,jRjAYMmAQee5uVm5fU8yVnpuvs33,20200413,vowel-e.wav
,,,,,0,0,0.0,failed,"load_failed: Audio file contains 0 samples.
Sound not read from sound file “/kaggle/working/ext_20200413/20200413/9XKj7fAmvwPUas9GFPZuTpev7T03/vowel-e.wav”.",9XKj7fAmvwPUas9GFPZuTpev7T03,20200413,vowel-e.wav
131.07900576945713,1.3664902820858802,0.0044767476134793,0.0821684953611032,15.672203769254295,560,2046,27.37047898338221,ok,,9XJ2QSvS9CaIo5hSyRZcdst0K8P2,20200413,vowel-e.wav
134.75966128378516,5.884908528650538,0.0316958608193697,0.0730267938262606,15.352210846855158,685,902,75.94235033259423,ok,,kIHldMnyvmXvpLq0LjWr7ecclSj2,20200413,vowel-e.wav
,,,,,0,0,0.0,failed,"load_failed: Audio file contains 0 samples.
Sound not read from sound file “/kaggle/working/ext_20200413/20200413/TRK6gUseEUS7dbF0soG80W1uLm53/vowel-e.wav”.",TRK6gUseEUS7dbF0soG80W1uLm53,20200413,vowel-e.wav
104.35204650960074,36.48870291483562,0.0031872024452035,0.0365748050591773,18.41399605739099,783,1141,68.62401402278702,ok,,V247RjX91RY4fxtgfeWjvBhg89s2,20200413,vowel-e.wav
218.3034664701441,4.148266870897876,0.0040515757208743,0.0478952895065158,20.09850240659709,1096,1218,89.98357963875205,ok,,60Ig4PmU9NMqKGDMR8Um0Tc2KXB3,20200413,vowel-e.wav
120.87187053041936,3.2415669280434307,0.0036409358874229,0.0414215687698738,19.713911730198145,530,860,61.627906976744185,ok,,FSzobvJqOXf0rI6X05cHqOiU9Mu2,20200413,vowel-e.wav
136.7474234819315,41.995157940262985,0.023185454718214,0.0815216139970744,17.616708360812396,103,258,39.92248062015504,ok,,tOlOwYDEHCRx1QegeMOPaydVcgv1,20200413,vowel-e.wav
173.88776666066897,4.513270068366476,0.0041433773138352,0.0267559728302852,24.331089408810005,1306,1670,78.20359281437126,ok,,0Rlzhiz6bybk77wdLjxwy7yLDhg1,20200413,vowel-e.wav
110.6222852577604,1.5851884358969164,0.0064779568339556,0.0423907263705634,21.93767442336653,302,467,64.66809421841542,ok,,U7UmNZmqS6OWTiDkM7IfqkDRrae2,20200413,vowel-e.wav
222.41189924634105,6.235607563584096,0.0023510421128459,0.016107961958494,29.483730650524247,570,646,88.23529411764706,ok,,O2axQgHDogQ1mORlKYAGiPTiHvB3,20200413,vowel-e.wav
177.41920575309527,9.963829140987658,0.0127439891306943,0.0889032997409934,15.424515613938125,491,979,50.15321756894791,ok,,0zexHIcM7tQDdnFiEj2Eb0v3g212,20200413,vowel-e.wav
135.5552393925167,2.2909732833228285,0.0032622745174134,0.0325469339122874,23.89902314530169,1446,1549,93.3505487411233,ok,,EqDWckxbsETyHUeBLQ8jLtxlhir2,20200413,vowel-e.wav
131.93006839531154,2.4987019899717904,0.0100792897485725,0.1086707340682555,16.93433957003706,1229,1389,88.4809215262779,ok,,hRB1GYdlKAgCnwg4xFzAUE3SiUG2,20200413,vowel-e.wav
105.56188631240192,11.615947560615847,0.0127406828671492,0.097859268178649,19.276405775697874,220,561,39.21568627450981,ok,,AI4aa1tjlXQw4iOH4RuTvgMtK3G3,20200413,vowel-e.wav
131.7232336747306,1.9702565823379103,0.0027058118613844,0.0469314639770635,17.057913002216203,576,860,66.97674418604652,ok,,CAf8ILsDpQMeTPPLwi7nFlgRT2t1,20200413,vowel-e.wav
116.33069166578912,11.519100306471737,0.004802653753085,0.0264852471638603,24.30369230888301,1131,1295,87.33590733590734,ok,,NWqfdBx5mrglkG4TJ5Gt9mVnYOo2,20200413,vowel-e.wav
129.93732527079527,5.789986777450172,0.0024046841439031,0.0212776878300152,19.647921914775747,851,1064,79.9812030075188,ok,,l3umDXECeOUTZH8pFN19c2WM4m43,20200413,vowel-e.wav
155.5031979231024,5.7888312331455225,0.0037392694022779,0.0275591413020826,16.28860310888255,1757,1807,97.23298284449363,ok,,LwfZvk9xa6bAJbz4wQGEcyoDOmL2,20200413,vowel-e.wav
113.35044681749036,4.324468922137636,0.0121891320468389,0.0875883727964704,19.36324891093762,1371,1517,90.3757415952538,ok,,l8qDG3sN6tczDZGHbgPje0suopx1,20200413,vowel-e.wav
260.62728236248097,5.973209852662896,0.0024399309666287,0.0142343332207624,27.82775406267112,380,638,59.56112852664577,ok,,xyDgyXrDoyXu5CFqcNe20LRjYqg1,20200413,vowel-e.wav
,,,,,0,510,0.0,partial,no_voiced_frames,tiKv850hJFTmpCAvfJOmOOqkeUs1,20200413,vowel-e.wav
118.69169560799035,20.601159813893407,0.0070695052552895,0.051140226597138,17.679763008572426,2266,2404,94.25956738768718,ok,,9D1go0wkvuPkFebFk4uQQpcBuZw1,20200413,vowel-e.wav
221.4971646900456,40.14683251041498,0.0116807418463236,0.0304547977305055,26.165244611030005,240,527,45.54079696394687,ok,,2TkAK2YVkYS7Ux3hAPBUgYgg9DI3,20200413,vowel-e.wav
120.33701342773053,27.794465819736523,0.1360285559043181,0.1285754849133998,3.22784584040686,15,194,7.731958762886598,ok,,eZ9KEu3fmEgvxINqgcbkBXoEsv53,20200413,vowel-e.wav
160.66524596719054,63.71551766040186,0.0146111189346332,0.0819557986181596,14.448063113720426,43,331,12.990936555891238,ok,,1AuoEhB8vAfCtxTFFV0W916yBqA3,20200413,vowel-e.wav
130.9854025914694,2.9102146615412194,0.004531876148687,0.0794089491552737,20.95030711041199,884,971,91.04016477857878,ok,,UV965HIG9saPO9HjKNFSm2aFeBt2,20200413,vowel-e.wav
,,,,,0,954,0.0,partial,no_voiced_frames,U98J2q0NnycYzzUS2BYZpUa55X83,20200413,vowel-e.wav
129.6767756614671,2.236468963836799,0.0040645792331155,0.0254419704791462,25.42785468201486,232,271,85.60885608856088,ok,,vK2bLRNzllXNeyOMudnNSL5cfpG2,20200413,vowel-e.wav
136.6447742775431,3.7924917502823936,0.0058211461297038,0.0349132675535613,17.522440732157218,550,740,74.32432432432432,ok,,n4t5cgNQKXO3F8KP55vWOgYWcXC3,20200413,vowel-e.wav
147.06509272156296,3.930100877645952,0.0036163868910559,0.0340607404032245,23.87335573324212,1555,1696,91.686320754717,ok,,6MmSmB1lmmOiyKNNA0p7IuVe3CA3,20200413,vowel-e.wav
150.6918139723802,13.072632649439017,0.0168162481289412,0.0817369259003132,15.146039833289151,70,228,30.70175438596491,ok,,mFQ65xqfxpXiS6vwK1HKwq7j8o62,20200413,vowel-e.wav
135.28711908750927,40.15042771369024,0.0267394793376788,0.1020794633698329,12.452867024570237,237,1619,14.638665843113031,ok,,nMIOAh7qRFf3pqbchclOLKbPDOm1,20200413,vowel-e.wav
136.5601305681069,8.52168721901385,0.0187908006648378,0.0648563853112265,18.23304142236387,281,681,41.262848751835534,ok,,XVjp63ocWZRqJRdxCtklUfmdklm2,20200413,vowel-e.wav
122.67412714369038,24.1393768856594,0.0039908853432474,0.0687748718341068,14.428010234937574,337,1500,22.466666666666665,ok,,tFFUbYL9nSNEyaBK3w9UAtATcgO2,20200413,vowel-e.wav
247.1765621652277,2.254977755227311,0.0035074565655042,0.0441789799519924,24.07641719684085,149,279,53.40501792114696,ok,,CrlV0ddIqdbtxNnkIhtPS5dvoX42,20200413,vowel-e.wav
109.23894724263292,51.58519705619429,0.0231388093810273,0.183401436669089,1.5154235696922578,138,1414,9.75954738330976,ok,,KL32QXSSnLZlRRT2B6rQQQKgpx12,20200413,vowel-e.wav
134.83483581286353,6.27923847612443,0.0041481363354789,0.04407184759284,22.059227715178903,796,1175,67.74468085106383,ok,,wawUd75qJgXdQz6qxRATEzuKvMn1,20200413,vowel-e.wav
,,,,,0,1389,0.0,partial,no_voiced_frames,SY4Ekt5W4VZdeIm5r3iLmjxz9pA2,20200413,vowel-e.wav
122.82026855938932,13.726969112611318,0.0022176568890007,0.0296669509162419,23.522651662003167,1375,1577,87.19086873811034,ok,,1ctsxp37dWNbCbizTioZzpAWqJx2,20200413,vowel-e.wav
146.7714973200433,25.63068724453612,0.0080131555299393,0.04581602454956,26.29032881952804,817,1696,48.17216981132076,ok,,XUsJp0qysAPtu3vBI0UCiHRJhZ22,20200413,vowel-e.wav
218.46105593368816,3.936740205362451,0.0024050161723812,0.022321864556177,22.94860623034014,462,587,78.7052810902896,ok,,Pr79fov0a5TW5KPo0XACvIqMtO72,20200413,vowel-e.wav
132.26127549274034,5.081826392354396,0.0013681671240958,0.0282370812558104,22.739177314588208,556,1192,46.64429530201343,ok,,L7S8iIPKgiO6QWLC3mGkROCMa0s1,20200413,vowel-e.wav
154.20991270211877,11.250937096843728,0.0040026101923039,0.020693112052709,23.93055220213684,302,928,32.543103448275865,ok,,JmN2KXZoEThB2e8KFMbM7L4fOwy1,20200413,vowel-e.wav
204.3694685212448,6.809561278413049,0.0029044785909314,0.0160947097207737,27.50084953910548,305,2217,13.757329724853406,ok,,Eoyf44CUffgVCPPjJJkopEyAO7k2,20200413,vowel-e.wav
185.05493551900625,25.73295250721593,0.0025374750001703,0.041878802653017,21.82062505793333,1284,1517,84.64073829927489,ok,,9ypQNsTsSQYlx72wxTLrHzzNoAJ2,20200413,vowel-e.wav
126.47814056924211,5.25429575932579,0.0111641929311306,0.1811532048396742,11.384803112651248,784,919,85.310119695321,ok,,eP8gEM0KcBU6S5JpMdycX74KP3p2,20200413,vowel-e.wav
160.14430051811428,53.05174148842789,0.0600202116569664,0.2287164147846517,2.420086853707738,68,143,47.55244755244755,ok,,iq8oYXczSjPuJoVS7DBpkGNMC2p1,20200413,vowel-e.wav
,,,,,0,1210,0.0,partial,no_voiced_frames,zvXkuEaPb0OEgG4EHx59NqdmamR2,20200413,vowel-e.wav
226.82588893518053,1.4101111552376604,0.0039377337517646,0.0181924880062526,28.34388514862645,272,314,86.62420382165605,ok,,n7ewrIqB7wUuK1FZGGjef18jtb52,20200413,vowel-e.wav
,,,,,0,1133,0.0,partial,no_voiced_frames,UiUUhL0PMjWVA6W2dKte1DCE6wG2,20200413,vowel-e.wav
235.9331483082962,128.75060272079637,0.0234364892563505,0.133039284974519,13.798543813853035,584,1747,33.42873497424156,ok,,G3iIP9QRHPTItOsK6lpEMd6IQKw1,20200413,vowel-e.wav
